Sensor ID,Sample Date,Sample Time,Sample Value
1,06/02/2023,08:00:00,12.29
1,06/02/2023,09:00:00,12.29
1,06/02/2023,10:00:00,12.33
1,06/02/2023,11:00:00,12.61
1,06/02/2023,12:00:00,12.64
1,06/02/2023,13:00:00,12.62
1,06/02/2023,14:00:00,12.56
2,06/02/2023,08:00:00,232.577
2,06/02/2023,09:00:00,232.573
2,06/02/2023,10:00:00,232.561
2,06/02/2023,11:00:00,232.546
2,06/02/2023,12:00:00,232.543
2,06/02/2023,13:00:00,232.539
2,06/02/2023,14:00:00,232.537
3,06/02/2023,08:00:00,000.0
3,06/02/2023,09:00:00,000.0
3,06/02/2023,10:00:00,000.0
3,06/02/2023,11:00:00,000.0
3,06/02/2023,12:00:00,000.0
3,06/02/2023,13:00:00,000.0
3,06/02/2023,14:00:00,000.0
4,06/02/2023,08:00:00,17.8
4,06/02/2023,09:00:00,21.8
4,06/02/2023,10:00:00,25.0
4,06/02/2023,11:00:00,28.3
4,06/02/2023,12:00:00,29.0
4,06/02/2023,13:00:00,30.6
4,06/02/2023,14:00:00,30.3
5,06/02/2023,08:00:00,110.0
5,06/02/2023,09:00:00,110.0
5,06/02/2023,10:00:00,110.0
5,06/02/2023,11:00:00,110.0
5,06/02/2023,12:00:00,110.0
5,06/02/2023,13:00:00,109.0
5,06/02/2023,14:00:00,109.0
6,06/02/2023,08:00:00,001.4
6,06/02/2023,09:00:00,000.5
6,06/02/2023,10:00:00,000.7
6,06/02/2023,11:00:00,000.8
6,06/02/2023,12:00:00,001.2
6,06/02/2023,13:00:00,001.8
6,06/02/2023,14:00:00,001.5
7,06/02/2023,08:00:00,041
7,06/02/2023,09:00:00,062
7,06/02/2023,10:00:00,010
7,06/02/2023,11:00:00,039
7,06/02/2023,12:00:00,056
7,06/02/2023,13:00:00,103
7,06/02/2023,14:00:00,093
8,06/02/2023,08:00:00,986.1
8,06/02/2023,09:00:00,986.4
8,06/02/2023,10:00:00,986.5
8,06/02/2023,11:00:00,986.1
8,06/02/2023,12:00:00,985.1
8,06/02/2023,13:00:00,983.8
8,06/02/2023,14:00:00,982.5
9,06/02/2023,08:00:00,073
9,06/02/2023,09:00:00,050
9,06/02/2023,10:00:00,032
9,06/02/2023,11:00:00,025
9,06/02/2023,12:00:00,034
9,06/02/2023,13:00:00,025
9,06/02/2023,14:00:00,027
10,06/02/2023,08:00:00,000.00
10,06/02/2023,09:00:00,014.23
10,06/02/2023,10:00:00,030.47
10,06/02/2023,11:00:00,050.29
10,06/02/2023,12:00:00,006.53
10,06/02/2023,13:00:00,042.54
10,06/02/2023,14:00:00,030.53
11,06/02/2023,08:00:00,00.00
11,06/02/2023,09:00:00,00.00
11,06/02/2023,10:00:00,00.00
11,06/02/2023,11:00:00,00.00
11,06/02/2023,12:00:00,00.00
11,06/02/2023,13:00:00,00.00
11,06/02/2023,14:00:00,00.00
12,06/02/2023,08:00:00,00.00
12,06/02/2023,09:00:00,00.00
12,06/02/2023,10:00:00,00.00
12,06/02/2023,11:00:00,00.00
12,06/02/2023,12:00:00,00.00
12,06/02/2023,13:00:00,00.00
12,06/02/2023,14:00:00,00.00
13,06/02/2023,08:00:00,00.00
13,06/02/2023,09:00:00,00.00
13,06/02/2023,10:00:00,00.00
13,06/02/2023,11:00:00,00.00
13,06/02/2023,12:00:00,00.00
13,06/02/2023,13:00:00,00.00
13,06/02/2023,14:00:00,00.00
14,06/02/2023,08:00:00,00.00
14,06/02/2023,09:00:00,00.00
14,06/02/2023,10:00:00,00.00
14,06/02/2023,11:00:00,00.00
14,06/02/2023,12:00:00,00.00
14,06/02/2023,13:00:00,00.00
14,06/02/2023,14:00:00,00.00
15,06/02/2023,08:00:00,00.03
15,06/02/2023,09:00:00,00.03
15,06/02/2023,10:00:00,00.03
15,06/02/2023,11:00:00,00.03
15,06/02/2023,12:00:00,00.03
15,06/02/2023,13:00:00,00.03
15,06/02/2023,14:00:00,00.03
16,06/02/2023,08:00:00,00.00
16,06/02/2023,09:00:00,00.00
16,06/02/2023,10:00:00,00.00
16,06/02/2023,11:00:00,00.00
16,06/02/2023,12:00:00,00.00
16,06/02/2023,13:00:00,00.00
16,06/02/2023,14:00:00,00.00
17,06/02/2023,08:00:00,00.00
17,06/02/2023,09:00:00,00.00
17,06/02/2023,10:00:00,00.00
17,06/02/2023,11:00:00,00.00
17,06/02/2023,12:00:00,00.00
17,06/02/2023,13:00:00,00.00
17,06/02/2023,14:00:00,00.00
18,06/02/2023,08:00:00,00.00
18,06/02/2023,09:00:00,00.00
18,06/02/2023,10:00:00,00.00
18,06/02/2023,11:00:00,00.00
18,06/02/2023,12:00:00,00.00
18,06/02/2023,13:00:00,00.00
18,06/02/2023,14:00:00,00.00
50,06/02/2023,08:00:00,000.0
50,06/02/2023,09:00:00,000.0
50,06/02/2023,10:00:00,000.0
50,06/02/2023,11:00:00,000.0
50,06/02/2023,12:00:00,000.0
50,06/02/2023,13:00:00,000.0
50,06/02/2023,14:00:00,000.0
