Sensor ID,Sample Date,Sample Time,Sample Value
1,22/09/2022,05:30:00,12.790
2,22/09/2022,05:30:00,225.523
3,22/09/2022,05:30:00,000.0
50,22/09/2022,05:30:00,000.0
