Sensor ID,Sample Date,Sample Time,Sample Value
1,06/02/2023,04:00:00,12.32
1,06/02/2023,05:00:00,12.31
2,06/02/2023,04:00:00,232.584
2,06/02/2023,05:00:00,232.586
3,06/02/2023,04:00:00,000.0
3,06/02/2023,05:00:00,000.0
4,06/02/2023,04:00:00,16.2
4,06/02/2023,05:00:00,15.9
5,06/02/2023,04:00:00,110.0
5,06/02/2023,05:00:00,110.0
6,06/02/2023,04:00:00,003.1
6,06/02/2023,05:00:00,003.3
7,06/02/2023,04:00:00,015
7,06/02/2023,05:00:00,033
8,06/02/2023,04:00:00,983.6
8,06/02/2023,05:00:00,984.0
9,06/02/2023,04:00:00,075
9,06/02/2023,05:00:00,080
10,06/02/2023,04:00:00,000.00
10,06/02/2023,05:00:00,000.00
11,06/02/2023,04:00:00,00.00
11,06/02/2023,05:00:00,00.00
12,06/02/2023,04:00:00,00.00
12,06/02/2023,05:00:00,00.00
13,06/02/2023,04:00:00,00.00
13,06/02/2023,05:00:00,00.00
14,06/02/2023,04:00:00,00.00
14,06/02/2023,05:00:00,00.00
15,06/02/2023,04:00:00,00.03
15,06/02/2023,05:00:00,00.03
16,06/02/2023,04:00:00,00.00
16,06/02/2023,05:00:00,00.00
17,06/02/2023,04:00:00,00.00
17,06/02/2023,05:00:00,00.00
18,06/02/2023,04:00:00,00.00
18,06/02/2023,05:00:00,00.00
50,06/02/2023,04:00:00,000.0
50,06/02/2023,05:00:00,000.0
