Sensor ID,Sample Date,Sample Time,Sample Value
1,06/02/2023,16:00:00,13.24
2,06/02/2023,16:00:00,404.173
3,06/02/2023,16:00:00,000.0
11,06/02/2023,16:00:00,00.00
12,06/02/2023,16:00:00,00.00
13,06/02/2023,16:00:00,00.00
14,06/02/2023,16:00:00,00.00
15,06/02/2023,16:00:00,00.00
16,06/02/2023,16:00:00,00.00
17,06/02/2023,16:00:00,00.00
18,06/02/2023,16:00:00,00.00
19,06/02/2023,16:00:00,00.00
20,06/02/2023,16:00:00,00.00
33,06/02/2023,16:00:00,00.00
34,06/02/2023,16:00:00,00.00
50,06/02/2023,16:00:00,000.0
