Sensor ID,Sample Date,Sample Time,Sample Value
1,06/02/2023,03:00:00,12.76
1,06/02/2023,04:00:00,12.74
3,06/02/2023,03:00:00,000.0
3,06/02/2023,04:00:00,000.0
4,06/02/2023,03:00:00,14.52
4,06/02/2023,04:00:00,15.78
5,06/02/2023,03:00:00,113
5,06/02/2023,04:00:00,112
6,06/02/2023,03:00:00,005.07
6,06/02/2023,04:00:00,005.06
7,06/02/2023,03:00:00,168
7,06/02/2023,04:00:00,168
8,06/02/2023,03:00:00,864.36
8,06/02/2023,04:00:00,863.01
9,06/02/2023,03:00:00,069
9,06/02/2023,04:00:00,061
10,06/02/2023,03:00:00,000.000
10,06/02/2023,04:00:00,000.000
50,06/02/2023,03:00:00,000.0
50,06/02/2023,04:00:00,000.0
