Sensor ID,Sample Date,Sample Time,Sample Value
1,06/02/2023,08:00:00,12.62
1,06/02/2023,09:00:00,12.74
1,06/02/2023,10:00:00,13.30
1,06/02/2023,11:00:00,13.78
2,06/02/2023,08:00:00,100.044
2,06/02/2023,09:00:00,100.041
2,06/02/2023,10:00:00,100.042
2,06/02/2023,11:00:00,100.029
3,06/02/2023,08:00:00,000.0
3,06/02/2023,09:00:00,000.0
3,06/02/2023,10:00:00,000.0
3,06/02/2023,11:00:00,000.0
50,06/02/2023,08:00:00,000.0
50,06/02/2023,09:00:00,000.0
50,06/02/2023,10:00:00,000.0
50,06/02/2023,11:00:00,000.0
