Sensor ID,Sample Date,Sample Time,Sample Value
1,05/02/2023,12:00:00,14.20
1,05/02/2023,13:00:00,14.20
3,05/02/2023,12:00:00,000.0
3,05/02/2023,13:00:00,000.0
4,05/02/2023,12:00:00,29.26
4,05/02/2023,13:00:00,29.93
5,05/02/2023,12:00:00,115
5,05/02/2023,13:00:00,115
6,05/02/2023,12:00:00,005.64
6,05/02/2023,13:00:00,005.64
7,05/02/2023,12:00:00,187
7,05/02/2023,13:00:00,187
8,05/02/2023,12:00:00,961.91
8,05/02/2023,13:00:00,961.91
9,05/02/2023,12:00:00,019
9,05/02/2023,13:00:00,016
10,05/02/2023,12:00:00,208.571
10,05/02/2023,13:00:00,131.802
50,05/02/2023,12:00:00,000.0
50,05/02/2023,13:00:00,000.0
