Sensor ID,Sample Date,Sample Time,Sample Value
1,05/02/2023,12:00:00,13.71
1,05/02/2023,13:00:00,13.17
3,05/02/2023,12:00:00,000.0
3,05/02/2023,13:00:00,000.0
4,05/02/2023,12:00:00,27.300
4,05/02/2023,13:00:00,28.490
6,05/02/2023,12:00:00,005.073
6,05/02/2023,13:00:00,004.873
7,05/02/2023,12:00:00,181
7,05/02/2023,13:00:00,174
8,05/02/2023,12:00:00,1028.250
8,05/02/2023,13:00:00,0987.750
9,05/02/2023,12:00:00,024
9,05/02/2023,13:00:00,022
10,05/02/2023,12:00:00,427.834
10,05/02/2023,13:00:00,393.668
50,05/02/2023,12:00:00,000.0
50,05/02/2023,13:00:00,000.0
