Sensor ID,Sample Date,Sample Time,Sample Value
1,05/02/2023,06:00:00,12.75
1,05/02/2023,07:00:00,12.75
1,05/02/2023,08:00:00,12.89
1,05/02/2023,09:00:00,13.62
1,05/02/2023,10:00:00,14.05
2,05/02/2023,06:00:00,357.824
2,05/02/2023,07:00:00,357.839
2,05/02/2023,08:00:00,357.811
2,05/02/2023,09:00:00,357.816
2,05/02/2023,10:00:00,357.816
3,05/02/2023,06:00:00,000.0
3,05/02/2023,07:00:00,000.0
3,05/02/2023,08:00:00,000.0
3,05/02/2023,09:00:00,000.0
3,05/02/2023,10:00:00,000.0
50,05/02/2023,06:00:00,000.0
50,05/02/2023,07:00:00,000.0
50,05/02/2023,08:00:00,000.0
50,05/02/2023,09:00:00,000.0
50,05/02/2023,10:00:00,000.0
