Sensor ID,Sample Date,Sample Time,Sample Value
1,05/02/2023,08:00:00,12.70
1,05/02/2023,09:00:00,12.79
1,05/02/2023,10:00:00,12.93
1,05/02/2023,11:00:00,13.40
1,05/02/2023,12:00:00,13.77
1,05/02/2023,13:00:00,13.77
2,05/02/2023,08:00:00,277.733
2,05/02/2023,09:00:00,277.731
2,05/02/2023,10:00:00,277.722
2,05/02/2023,11:00:00,277.718
2,05/02/2023,12:00:00,277.714
2,05/02/2023,13:00:00,277.709
3,05/02/2023,08:00:00,000.0
3,05/02/2023,09:00:00,000.0
3,05/02/2023,10:00:00,000.0
3,05/02/2023,11:00:00,000.0
3,05/02/2023,12:00:00,000.0
3,05/02/2023,13:00:00,000.0
50,05/02/2023,08:00:00,000.0
50,05/02/2023,09:00:00,000.0
50,05/02/2023,10:00:00,000.0
50,05/02/2023,11:00:00,000.0
50,05/02/2023,12:00:00,000.0
50,05/02/2023,13:00:00,000.0
