Sensor ID,Sample Date,Sample Time,Sample Value
1,06/02/2023,08:00:00,12.98
1,06/02/2023,09:00:00,13.34
3,06/02/2023,08:00:00,000.0
3,06/02/2023,09:00:00,000.0
4,06/02/2023,08:00:00,13.030
4,06/02/2023,09:00:00,17.970
6,06/02/2023,08:00:00,004.803
6,06/02/2023,09:00:00,004.936
7,06/02/2023,08:00:00,171
7,06/02/2023,09:00:00,176
8,06/02/2023,08:00:00,0973.500
8,06/02/2023,09:00:00,1000.500
9,06/02/2023,08:00:00,071
9,06/02/2023,09:00:00,050
10,06/02/2023,08:00:00,143.660
10,06/02/2023,09:00:00,265.980
50,06/02/2023,08:00:00,000.0
50,06/02/2023,09:00:00,000.0
