Sensor ID,Sample Date,Sample Time,Sample Value
1,06/02/2023,00:00:00,12.35
1,06/02/2023,01:00:00,12.35
2,06/02/2023,00:00:00,232.588
2,06/02/2023,01:00:00,232.593
3,06/02/2023,00:00:00,000.0
3,06/02/2023,01:00:00,000.0
4,06/02/2023,00:00:00,17.2
4,06/02/2023,01:00:00,16.4
5,06/02/2023,00:00:00,111.0
5,06/02/2023,01:00:00,111.0
6,06/02/2023,00:00:00,001.0
6,06/02/2023,01:00:00,001.0
7,06/02/2023,00:00:00,037
7,06/02/2023,01:00:00,032
8,06/02/2023,00:00:00,984.6
8,06/02/2023,01:00:00,984.3
9,06/02/2023,00:00:00,076
9,06/02/2023,01:00:00,087
10,06/02/2023,00:00:00,000.00
10,06/02/2023,01:00:00,000.00
11,06/02/2023,00:00:00,00.00
11,06/02/2023,01:00:00,00.00
12,06/02/2023,00:00:00,-0.00
12,06/02/2023,01:00:00,00.00
13,06/02/2023,00:00:00,00.00
13,06/02/2023,01:00:00,00.00
14,06/02/2023,00:00:00,00.00
14,06/02/2023,01:00:00,00.00
15,06/02/2023,00:00:00,00.03
15,06/02/2023,01:00:00,00.03
16,06/02/2023,00:00:00,00.00
16,06/02/2023,01:00:00,00.00
17,06/02/2023,00:00:00,00.00
17,06/02/2023,01:00:00,00.00
18,06/02/2023,00:00:00,00.00
18,06/02/2023,01:00:00,00.00
50,06/02/2023,00:00:00,000.0
50,06/02/2023,01:00:00,000.0
